,tweet_id,timestamp,text,rating_numerator,rating_denominator,name,characteristic
3276,702332542343577600,2016-02-24,This is Rudy. He's going to be a star. 13/10 talented af (vid by @madalynrossi),13,10,Rudy,Not Specified
3277,702321140488925184,2016-02-24,Please enjoy this picture as much as I did. 12/10,12,10,,Not Specified
3278,702276748847800320,2016-02-23,"""AND IIIIIIIIIIIEIIIIIIIIIIIII WILL ALWAYS LOVE YOUUUUU"" 11/10",11,10,,Not Specified
3279,702217446468493312,2016-02-23,"I know it's tempting, but please stop sending in pics of Donald Trump. Thank you ...9/10",9,10,,Not Specified
3280,701981390485725185,2016-02-23,This is Fiji. She's a Powdered Stegafloof. Very rare. 12/10,12,10,Fiji,Not Specified
3281,701952816642965504,2016-02-23,Meet Rilo. He's a Northern Curly Ticonderoga. Currently balancing on one paw even in strong wind. Acrobatic af 11/10,11,10,Rilo,Not Specified
3282,701889187134500865,2016-02-22,This is Bilbo. He's not emotionally prepared to enter the water. 11/10 don't struggle Bilbo,11,10,Bilbo,Not Specified
3283,701805642395348998,2016-02-22,Please pray for this pupper. Nothing wrong with her she just can't stop getting hit with banana peels. 11/10,11,10,,Not Specified
3284,701601587219795968,2016-02-22,This is Coopson. He's a Blingin Schnitzel. Built fence himself. One ear is slightly defective. 10/10 would still pet,10,10,Coopson,Not Specified
3285,701570477911896070,2016-02-22,This is Yoda. He's a Zimbabwean Rutabaga. Freaks out if u stop scratching his belly. Incredibly self-centered. 9/10,9,10,Yoda,Not Specified
3286,701545186879471618,2016-02-21,Meet Millie. She's practicing her dive form for Rio. It's nearly perfect. Dedicated af. 10/10 go for gold pupper,10,10,Millie,Not Specified
3287,701214700881756160,2016-02-21,"I'm not sure what's happening here, but it's pretty spectacular. 12/10 for both",12,10,,Not Specified
3288,700890391244103680,2016-02-20,This is Chet. He's dapper af. His owners want him to learn how to dance but his true passion is potato guns. 11/10,11,10,Chet,Not Specified
3289,700864154249383937,2016-02-20,"""Pupper is a present to world. Here is a bow for pupper."" 12/10 precious as hell",12,10,,Not Specified
3290,700847567345688576,2016-02-20,Meet Crouton. He's a Galapagos Boonwiddle. Has a legendary tongue (most Boonwiddles do). Excellent stuff 10/10,10,10,Crouton,Not Specified
3291,700796979434098688,2016-02-19,This is Daniel. He's a neat pup. Exotic af. Custom paws. Leaps unannounced. Would totally pet. 7/10 daaamn Daniel,7,10,Daniel,Not Specified
3292,700747788515020802,2016-02-19,We only rate dogs. Pls stop sending in non-canines like this Mongolian grass snake. This is very frustrating. 11/10,11,10,,Not Specified
3293,700518061187723268,2016-02-19,This is Vincent. He's the man your girl is with when she's not with you. 10/10,10,10,Vincent,Not Specified
3294,700505138482569216,2016-02-19,This is Kaia. She's just cute as hell. 12/10 I'd kill for Kaia,12,10,Kaia,Not Specified
3295,700462010979500032,2016-02-18,This is Murphy. He's a mini golden retriever. Missing two legs (tragic). Mouth sharp. Looks rather perturbed. 6/10,6,10,Murphy,Not Specified
3296,700167517596164096,2016-02-18,This is Dotsy. She's stuck as hell. 10/10,10,10,Dotsy,Not Specified
3297,700151421916807169,2016-02-18,If a pupper gave that to me I'd probably start shaking and faint from all the joy. 11/10,11,10,,Not Specified
3298,700143752053182464,2016-02-18,When it's Janet from accounting's birthday but you can't eat the cake cuz it's chocolate. 10/10 hang in there pupper,10,10,,Not Specified
3299,700062718104104960,2016-02-17,This is Eazy-E. He's colorful af. Must be rare. Submerged in Sprite (rad). Doesn't perform well when not wet. 6/10,6,10,Eazy,Not Specified
3300,700029284593901568,2016-02-17,This is Coops. His ship is taking on water. Sound the alarm. Much distress. Requesting immediate assistance. 10/10,10,10,Coops,Not Specified
3301,700002074055016451,2016-02-17,This is Thumas. He covered himself in nanners for maximum camouflage. It didn't work. I can still see u Thumas. 9/10,9,10,Thumas,Not Specified
3302,699801817392291840,2016-02-17,This is Cooper. He began to tear up when his bone was taken from him. 11/10 stay strong pupper,11,10,Cooper,Not Specified
3303,699788877217865730,2016-02-17,Say hello to Nala. She's a Freckled High Bruschetta. Petable af. 12/10,12,10,Nala,Not Specified
3304,699779630832685056,2016-02-17,Take all my money. 10/10,10,10,,Not Specified
3305,699775878809702401,2016-02-17,Meet Fillup. Spaghetti is his main weakness. Also pissed because he's rewarded with cat treats 11/10 it'll be ok pup,11,10,Fillup,Not Specified
3306,699691744225525762,2016-02-16,"This is Dave. He's a tropical pup. Short lil legs (dachshund mix?) Excels underwater, but refuses to eat kibble 5/10",5,10,Dave,Not Specified
3307,699446877801091073,2016-02-16,"This is Archie. He's undercover in all these pics. Not actually a bee, cow, or Hawaiian. Sneaky af. 12/10",12,10,Archie,Not Specified
3308,699434518667751424,2016-02-16,I know this is a tad late but here's a wonderful Valentine's Day pupper 12/10,12,10,,Not Specified
3309,699423671849451520,2016-02-16,"""Don't ever talk to me or my son again."" ...both 10/10",10,10,,Not Specified
3310,699413908797464576,2016-02-16,"Meet Miley. She's a Scandinavian Hollabackgirl. Incalculably fluffy, unamused af. 11/10 would squeeze aggressively",11,10,Miley,Not Specified
3311,699370870310113280,2016-02-15,Say hello to Calbert. He doesn't have enough legs. Wtf Calbert. Still havin a blast tho. 11/10 would pet extra well,11,10,Calbert,Not Specified
3312,699323444782047232,2016-02-15,"""I'm bathing the children what do you want?""  ...both 10/10",10,10,,Not Specified
3313,699088579889332224,2016-02-15,This is Charl. He's a bully. Chucks that dumbbell around like its nothing. Sharp neck. Exceptionally unfluffy. 3/10,3,10,Charl,Not Specified
3314,699079609774645248,2016-02-15,Meet Reagan. He's a Persnicketus Derpson. Great with kids. Permanently caught off guard. 8/10,8,10,Reagan,Not Specified
3315,699072405256409088,2016-02-15,ERMAHGERD 12/10 please enjoy,12,10,,Not Specified
3316,699060279947165696,2016-02-15,This is Yukon. He pukes rainbows. 12/10 magical af,12,10,Yukon,Not Specified
3317,699036661657767936,2016-02-15,HAPPY V-DAY FROM YOUR FAV PUPPER SQUAD 13/10 for all,13,10,,Not Specified
3318,698989035503689728,2016-02-14,This is Oliver. He does toe touches in his sleep. 13/10 precious af,13,10,Oliver,Not Specified
3319,698953797952008193,2016-02-14,Meet CeCe. She wanted to take a selfie before her first day as a lumberjack. 11/10 crushing traditional gender roles,11,10,CeCe,Not Specified
3320,698907974262222848,2016-02-14,This dog is never sure if he's doing the right thing. 10/10,10,10,,Not Specified
3321,698710712454139905,2016-02-14,This is Cuddles. He's not entirely sure how doors work. 10/10 I believe in you Cuddles,10,10,Cuddles,Not Specified
3322,698703483621523456,2016-02-14,This is Rusty. He has no respect for POULTRY products. Unbelievable af. 7/10 would still pet,7,10,Rusty,Not Specified
3323,698635131305795584,2016-02-13,Here we are witnessing five Guatemalan Birch Floofs in their natural habitat. All 12/10 (Vid by @pootdanielle),12,10,,Not Specified
3324,698549713696649216,2016-02-13,This is Claude. He's trying to be seductive but he forgot to turn on the fireplace. 9/10 damn it Claude,9,10,Claude,Not Specified
3325,698355670425473025,2016-02-13,This is Jessiga. She's a Tasmanian McCringleberry. Selfies make her uncomfortable. 10/10 would pet in time of need,10,10,Jessiga,Not Specified
3326,698342080612007937,2016-02-13,This is Maximus. He's training for the tetherball world championship. The grind never stops. 11/10 (vid by @Amuly21),11,10,Maximus,Not Specified
3327,698262614669991936,2016-02-12,This is Franklin. He's a yoga master. Trying to get rid of those rolls. Dedicated af. 11/10 keep it up pup,11,10,Franklin,Not Specified
3328,698195409219559425,2016-02-12,Meet Beau &amp; Wilbur. Wilbur stole Beau's bed from him. Wilbur now has so much room for activities. 9/10 for both pups,9,10,Beau,Not Specified
3329,698178924120031232,2016-02-12,This is Lily. She accidentally dropped all her Kohl's cash overboard. Day officially ruined. 10/10 hang in there pup,10,10,Lily,Not Specified
3330,697995514407682048,2016-02-12,"""Dammit hooman quit playin I jus wanna wheat thin"" 11/10",11,10,,Not Specified
3331,697990423684476929,2016-02-12,This is Doug. He's a Draconian Jabbawockee. Rad tongue. Ears are borderline legendary 11/10 would pet with a purpose,11,10,Doug,Not Specified
3332,697943111201378304,2016-02-12,This is Cassie. She goes door to door trying to find the owner of this baguette. No luck so far. 10/10,10,10,Cassie,Not Specified
3333,697881462549430272,2016-02-11,This is Carter. He wakes up in the morning and pisses excellence. 10/10 best there is plain and simple,10,10,Carter,Not Specified
3334,697630435728322560,2016-02-11,Pls make sure ur dogs have gone through some barkour training b4 they attempt stunts like this. 8/10,8,10,,Not Specified
3335,697616773278015490,2016-02-11,This pupper doubles as a hallway rug. Very rare. Versatile af. 11/10,11,10,,Not Specified
3336,697596423848730625,2016-02-11,Here's a pupper with a piece of pizza. Two of everybody's favorite things in one photo. 11/10,11,10,,Not Specified
3337,697575480820686848,2016-02-11,This is Ole. He's not sure how to gravity. 8/10,8,10,Ole,Not Specified
3338,697516214579523584,2016-02-10,Say hello to Pherb. He does parkour. 9/10,9,10,Pherb,Not Specified
3339,697482927769255936,2016-02-10,Meet Blipson. He's a Doowap Hufflepuff. That Ugg is his temporary home while he's struggling with unemployment 11/10,11,10,Blipson,Not Specified
3340,697463031882764288,2016-02-10,Happy Wednesday here's a bucket of pups. 44/40 would pet all at once,44,40,,Not Specified
3341,697270446429966336,2016-02-10,This is Bentley. He got stuck on his 3rd homework problem. Picturing the best case scenario if he drops out. 10/10,10,10,Bentley,Not Specified
3342,697259378236399616,2016-02-10,"Please stop sending in saber-toothed tigers. This is getting ridiculous. We only rate dogs.
...8/10",8,10,,Not Specified
3343,697255105972801536,2016-02-10,Meet Charlie. He likes to kiss all the big milk dogs with the rad earrings. Passionate af. 10/10 just a great guy,10,10,Charlie,Not Specified
3344,697242256848379904,2016-02-10,This is Oakley. He has a massive tumor growing on his head. Seems benign tho. 10/10 would pet around tumor,10,10,Oakley,Not Specified
3345,696900204696625153,2016-02-09,This is Rosie. She's a Benebark Cumberpatch. Sleepy af. 12/10 would snug for days,12,10,Rosie,Not Specified
3346,696894894812565505,2016-02-09,These two pirates crashed their ship and don't know what to do now. Very irresponsible of them. Both 9/10,9,10,,Not Specified
3347,696886256886657024,2016-02-09,Guys I found the dog from Up. 12/10,12,10,,Not Specified
3348,696877980375769088,2016-02-09,This is Misty. She's in a predicament. Not sure what next move should be. 9/10 stay calm pupper I'm comin,9,10,Misty,Not Specified
3349,696754882863349760,2016-02-08,This is Reptar. He specifically asked for his skis to have four bindings. He's not happy. Quite perturbed tbh. 10/10,10,10,Reptar,Not Specified
3350,696744641916489729,2016-02-08,This is Klevin. He doesn't want his family brainwashed by mainstream media. 10/10 (vid by @AshtonHose),10,10,Klevin,Not Specified
3351,696713835009417216,2016-02-08,This is Trevith. He's a Swiss Mountain Roadwoof. Breeze too powerful. 9/10 stay strong pupper,9,10,Trevith,Not Specified
3352,696518437233913856,2016-02-08,Oh my god 10/10 for eve,10,10,,Not Specified
3353,696488710901260288,2016-02-08,12/10 revolutionary af,12,10,,Not Specified
3354,696405997980676096,2016-02-07,This is Berb. He just found out that they have made 31 Kidz Bop CD's. Downright terrifying. 7/10 hang in there Berb,7,10,Berb,Not Specified
3355,696100768806522880,2016-02-06,This poor pupper has been stuck in a vortex since last week. Please keep her in your thoughts. 10/10,10,10,,Not Specified
3356,695816827381944320,2016-02-06,Here's a dog enjoying a sunset. 11/10 would trade lives with,11,10,,Not Specified
3357,695794761660297217,2016-02-06,This is Wyatt. His throne is modeled after him. 13/10 Wyatt is a very big deal,13,10,Wyatt,Not Specified
3358,695767669421768709,2016-02-06,If you are aware of who is making these please let me know. 13/10 vroom vroom,13,10,,Not Specified
3359,695629776980148225,2016-02-05,Meet Calvin. He's proof that degrees mean absolutely nothing. 8/10 straighten up pup,8,10,Calvin,Not Specified
3360,695446424020918272,2016-02-05,We normally don't rate unicorns but this one has 3 ears so it must be super rare. 12/10 majestic af,12,10,,Not Specified
3361,695409464418041856,2016-02-05,This is Bob. He just got back from his job interview and realized his ear was inside-out the whole time. 10/10,10,10,Bob,Not Specified
3362,695314793360662529,2016-02-04,This is Colin. He really likes green beans. It's tearing his family apart. 10/10 please pray for Colin,10,10,Colin,Not Specified
3363,695095422348574720,2016-02-04,This is just a beautiful pupper good shit evolution. 12/10,12,10,,Not Specified
3364,695074328191332352,2016-02-04,This is Lorenzo. He's educated af. Just graduated college. 11/10 poor pupper can't even comprehend his debt,11,10,Lorenzo,Not Specified
3365,695064344191721472,2016-02-04,"This may be the greatest video I've ever been sent. 4/10 for Charles the puppy, 13/10 overall. (Vid by @stevenxx_)",4,10,,Not Specified
3366,695051054296211456,2016-02-04,"Meet Brian (pronounced ""Kirk""). He's not amused by ur churlish tomfoolery. Once u put him down you're done for. 6/10",6,10,Brian,Not Specified
3367,694925794720792577,2016-02-03,Please only send in dogs. This t-rex is very scary. 5/10 ...might still pet (vid by @helizabethmicha),5,10,,Not Specified
3368,694905863685980160,2016-02-03,This is Archie. He's a Bisquick Taj Mapaw. Too many people are touching him. It is doing him a discomfort. 10/10,10,10,Archie,Not Specified
3369,694669722378485760,2016-02-02,This is Phil. He's an important dog. Can control the seasons. Magical as hell. 12/10 would let him sign my forehead,12,10,Phil,Not Specified
3370,694356675654983680,2016-02-02,"This pupper only appears through the hole of a Funyun. Much like Phineas, this one is also mysterious af. 10/10",10,10,,Not Specified
3371,694352839993344000,2016-02-02,Meet Oliviér. He takes killer selfies. Has a dog of his own. It leaps at random &amp; can't bark for shit. 10/10 &amp; 5/10,10,10,Oliviér,Not Specified
3372,694342028726001664,2016-02-02,It's okay pup. This happens every time I listen to @adele also. 11/10 (vid by @_larirutschmann),11,10,,Not Specified
